date,vnindex_pe,vnindex_pb,pe_mean_5y,pb_mean_5y,pe_min_5y,pe_max_5y,pe_percentile_5y,pb_percentile_5y,market_valuation,market_regime,vnindex_close,vnindex_ema50,vnindex_ema200,vnindex_chg_1d,vnindex_chg_5d,vnindex_chg_20d,updated_at,market_regime_v42,market_regime_v42_raw,regime_v42_pending,regime_display_hint
2026-08-25,12.23,2.01,13.97,1.94,9.52,17.66,12.7,64.0,FAIR,UPTREND,1788.78,1775.61,1774.0,1.17,3.55,7.18,2026-08-25 09:02,DEEP_DOWN,UPTREND,UPTREND,UPTREND · hồi +3.5%/5p | v4.2: DEEP_DOWN (chờ xác nhận UPTREND)
