symbol,group,exchange,time,date,snap_time,price,price_type,intra_buy_vol,intra_sell_vol,intra_delta,intra_buy_ratio,bid_price_1,bid_vol_1,ask_price_1,ask_vol_1,bid_price_2,bid_vol_2,ask_price_2,ask_vol_2,bid_price_3,bid_vol_3,ask_price_3,ask_vol_3,_ta_window,_last_close,ema20,ema50,adx,supertrend,ema200,ema_cross_pct,price_vs_ema20_pct,price_vs_ema200_pct,rsi,macd,macd_sig,macd_hist,stoch_k,stoch_d,bb_lower,bb_mid,bb_upper,atr,bb_position,atr_pct,obv,cmf,mfi,linreg_20,linreg_slope_pct,aroon_osc,donchian_upper_prev,donchian_lower_prev,ad_line,ad_slope_20d_pct,efi_13,willr_14,vol_ma_ratio,vol_today,vol_avg_20d,high_52w,low_52w,roc_10,return_20d,_cached_date,_ta_from_cache,_ta_stale_days,_should_cache,ff_room_raw,ff_total_room_raw,ff_buy_val_5d,ff_sell_val_5d,ff_net_val_5d,ff_net_val_20d,ff_trend,ff_consistency,ff_acceleration,pt_net_val_5d,pt_net_val_20d,pt_trend,insider_count,insider_buy_count,insider_sell_count,insider_name,r_period,r_pe,r_pb,r_roe,r_roa,r_eps,r_bvps,r_beta,r_div_yield,r_gross_margin,r_net_margin,r_quick_ratio,r_interest_cov,r_ev_ebitda,is_revenue,is_gross_profit,is_net_profit,is_operating_profit,is_eps,is_rev_growth,is_profit_growth,is_rev_growth_yoy,is_profit_growth_yoy,eps_consistency,bs_total_assets,bs_equity,bs_total_liab,bs_short_debt,bs_long_debt,bs_debt_to_equity,cf_operating,cf_investing,cf_financing,cf_free,cf_quality_ratio,finance_score,finance_score_fund,finance_score_cf,finance_score_growth,industry,icb_code,organ_short_name,organ_name,vnindex_return_20d,vnindex_return_5d,ff_intra_net,ff_intra_gtgd,ff_intra_ratio,ff_intra_frac,ff_intra_pts,ff_intra_strong_buy,ff_intra_strong_sell,ff_intra_flag_pts,insider_latest,_price_fallback,updated_at
SAB,GAINER,HSX,2026-09-25 09:28,2026-09-25,09:28,44.25,realtime,4200.0,2700.0,1500.0,0.61,44250.0,1500.0,44350.0,1400.0,44200.0,2200.0,44400.0,1000.0,44150.0,2100.0,44450.0,3200.0,12M,44.3,44.61,44.74,14.42,46.4,44.12,-0.29,-0.69,0.41,46.12,-0.27,-0.06,-0.21,46.53,46.09,43.48,44.71,45.93,0.76,0.33,1.72,-2877492.0,-0.33,44.26,43.87,-0.16,35.71,46.65,43.1,-31650078.7,-10.07,-630.85,-50.0,0.02,11700.0,475260.0,53.42,39.34,1.03,-3.9,2026-09-25,False,0,True,527826694.0,1282562372.0,16.78,26.37,-9.59,-8.07,0.02,0.44,-1.41,-1697570000.0,13721655000.0,-0.07,0.0,0.0,0.0,,2026-Q2,12.4,3.03,22.0,15.0,871.0,,,0.0,38.0,19.0,2.26,,10.71,6888032505.52,2663244304.34,1166782062.01,1534458420.32,871.0,0.07,-0.02,0.01,-0.03,-1,31722037063.56,21454838013.22,10267199050.35,200074406.7,167071638.96,0.48,3898884563.12,2428266891.65,,6327151454.77,0.88,14,9,5,0,Thực phẩm và đồ uống,3500,SABECO,Tổng Công ty Cổ phần Bia - Rượu - Nước Giải khát Sài Gòn,-0.83,-2.15,-22225000.0,527445000.0,-0.04,0.06,0,False,False,0,,,2026-09-25 09:28
SBT,GAINER,HSX,2026-09-25 09:28,2026-09-25,09:28,22.65,realtime,39400.0,200.0,39200.0,0.99,22600.0,3300.0,22650.0,19500.0,22550.0,4300.0,22700.0,24000.0,22500.0,10200.0,22750.0,45400.0,12M,22.65,22.8,22.4,17.68,23.65,22.25,1.79,-0.66,1.8,48.1,0.06,-0.1,0.17,27.85,20.29,22.55,22.87,23.19,0.38,0.15,1.68,878262.0,0.21,44.61,22.78,0.08,-71.43,24.15,22.25,74447329.21,6.64,-26438.38,-66.67,0.04,47800.0,1192390.0,26.04,19.15,-1.09,-3.82,2026-09-25,False,0,True,724665923.0,928026375.0,26.2,7.16,151.11,474.24,2.78,0.62,0.58,-492415000.0,-492415000.0,0.44,15.0,13.0,2.0,Nguyễn Thị Phương Thảo,,,,,,203.0,,,,,,,,,6555455343.94,887725074.6,229420696.56,215809874.94,203.0,-0.2,-0.07,-0.04,0.43,1,38323773998.47,12441350930.42,25882423068.05,11875629676.7,4988409562.23,2.08,-2375691582.36,-2211176213.9,,-4586867796.25,-3.21,-14,0,-10,-4,Thực phẩm và đồ uống,3500,Mía đường Thành Thành Công - Biên Hòa,Công ty Cổ phần Thành Thành Công - Biên Hòa,-0.83,-2.15,171760000.0,1193745000.0,0.14,0.06,0,False,False,0,Mua,,2026-09-25 09:28
SHB,LOSER,HSX,2026-09-25 09:28,2026-09-25,09:28,11.65,realtime,709100.0,34600.0,674500.0,0.95,11550.0,658900.0,11600.0,27600.0,11500.0,3054400.0,11650.0,1242200.0,11450.0,3395900.0,11700.0,2206700.0,12M,11.6,11.71,12.02,15.17,12.19,13.94,-2.58,-0.94,-16.79,44.7,-0.09,0.01,-0.1,42.84,41.32,11.34,11.75,12.16,0.23,0.32,1.98,-564076764.0,0.19,34.03,11.5,-1.15,-35.71,12.25,11.3,1871811056.57,9.13,-224008.15,-53.85,0.05,2224300.0,43105210.0,18.18,11.1,0.43,-3.73,2026-09-25,False,0,True,1390504510.0,1603260007.0,304.04,104.8,199.24,71.45,4.75,0.5,35.38,-612539000.0,27865988000.0,-0.3,0.0,0.0,0.0,,2026-Q2,4.69,0.76,17.0,1.0,0.0,,,0.0,78.0,41.0,0.0,,0.0,9720674000.0,,3561597000.0,8261116000.0,0.0,0.3,-0.04,-0.06,-0.02,-1,962666652000.0,75154038000.0,887512614000.0,,,11.81,34917817000.0,-345745000.0,6018113000.0,34572072000.0,2.92,32,18,10,4,Ngân hàng,8300,SHB,Ngân hàng Thương mại Cổ phần Sài Gòn – Hà Nội,-0.83,-2.15,-2016080000.0,26217645000.0,-0.08,0.06,0,False,False,0,,,2026-09-25 09:28
SIP,LOSER,HSX,2026-09-25 09:28,2026-09-25,09:28,49.7,realtime,0.0,100.0,-100.0,0.0,49750.0,200.0,50000.0,3700.0,49700.0,2100.0,50200.0,100.0,49600.0,2000.0,50500.0,500.0,12M,49.7,49.35,49.54,21.63,47.67,51.28,-0.38,0.71,-3.08,54.05,0.1,0.16,-0.07,80.95,85.85,47.75,49.16,50.57,0.88,0.69,1.77,194547.0,-0.27,74.38,49.34,2.1,50.0,51.1,45.15,-2507272.97,-18.02,13147.39,-23.53,0.01,400.0,72415.0,62.46,45.15,2.47,0.4,2026-09-25,False,0,True,113007479.0,118635342.0,2.08,1.55,0.53,-3.49,0.1,0.56,0.33,29820000.0,29820000.0,,0.0,0.0,0.0,,2026-Q2,8.41,2.49,28.0,5.0,1707.0,,,0.0,16.0,17.0,2.52,,9.86,2401745139.66,363593019.89,413251337.74,480138757.36,1707.0,0.11,0.24,0.13,0.45,1,30072846538.83,5374627286.08,24698219252.75,4553664290.29,952971100.0,4.59,2439820758.14,-3049744660.03,,-609923901.89,1.84,33,15,10,8,Bất động sản,8600,Đầu tư Sài Gòn VRG,Công ty Cổ phần Đầu tư Sài Gòn VRG,-0.83,-2.15,0.0,19970000.0,0.0,0.06,0,False,False,0,,,2026-09-25 09:28
SJS,GAINER,HSX,2026-09-25 09:28,2026-09-25,09:28,55.9,ta_last_close,,,,,55200.0,700.0,57000.0,1000.0,54000.0,2000.0,57100.0,500.0,53000.0,200.0,59600.0,600.0,12M,55.9,55.12,52.59,20.15,53.38,53.95,4.81,1.42,3.61,63.55,1.63,-0.33,1.96,57.65,53.97,52.7,56.06,59.42,1.52,0.48,2.72,6100.0,0.51,44.89,57.24,-3.79,-14.29,60.1,47.0,2437725.89,16.04,8467.84,-36.36,0.03,1000.0,33540.0,71.8,44.5,-1.58,16.7,2026-09-25,False,0,True,147079566.0,148737414.0,0.03,0.1,-0.07,-0.86,0.02,0.19,0.04,22640000.0,22640000.0,,1.0,0.0,1.0,nan,2026-Q2,25.84,4.09,17.0,8.0,821.0,,,0.0,74.0,52.0,0.48,,21.83,443427658.86,343950924.44,244211808.02,307325020.39,821.0,0.4,0.39,1.21,1.35,1,8411472206.85,3858840935.85,4552631271.01,335880000.0,962003851.79,1.18,-74242932.36,75304865.36,,1061933.0,-0.21,-5,-5,-10,10,Bất động sản,8600,SJ Group,Công ty Cổ phần SJ Group,-0.83,-2.15,0.0,0.0,,0.06,0,False,False,0,Bán,True,2026-09-25 09:28
SSB,LOSER,HSX,2026-09-25 09:28,2026-09-25,09:28,20.0,realtime,39800.0,44900.0,-5100.0,0.47,19950.0,400.0,20000.0,45000.0,19900.0,3300.0,20050.0,5800.0,19800.0,3000.0,20100.0,10400.0,12M,19.95,19.63,17.8,50.66,23.23,15.61,10.28,1.63,27.8,55.59,1.3,-0.1,1.4,38.31,45.88,14.82,19.44,24.06,1.0,0.56,5.01,25818185.0,0.36,75.51,22.38,1.04,64.29,24.8,15.5,280119368.14,10.43,875744.07,-66.9,0.05,170100.0,3733345.0,24.8,13.23,9.02,25.87,2026-09-25,False,0,True,1011115378.0,1040640000.0,288.48,187.95,100.53,400.72,0.95,0.62,-4.94,5169716000.0,-7577505000.0,0.27,20.0,14.0,6.0,Lê Hữu Báu,2026-Q2,18.38,1.3,7.0,1.0,0.0,,,0.0,59.0,27.0,0.0,,0.0,2489231000.0,,990923000.0,1482612000.0,0.0,-0.15,-0.11,-0.08,-0.13,-1,427107510000.0,42195287000.0,384912223000.0,,,9.12,30423240000.0,4073710000.0,100000000.0,34496950000.0,5.52,10,6,10,-6,Ngân hàng,8300,SeABank,Ngân hàng Thương mại Cổ phần Đông Nam Á,-0.83,-2.15,-261125000.0,3398285000.0,-0.08,0.06,0,False,False,0,Mua,,2026-09-25 09:28
SSI,GAINER,HSX,2026-09-25 09:28,2026-09-25,09:28,20.9,realtime,288600.0,200200.0,88400.0,0.59,20850.0,234200.0,20900.0,87600.0,20800.0,77200.0,20950.0,120000.0,20750.0,59600.0,21000.0,194500.0,12M,20.9,20.78,20.62,13.24,19.8,22.49,0.78,0.58,-7.07,53.27,0.16,-0.03,0.2,59.83,60.68,20.28,20.95,21.61,0.54,0.47,2.58,-94397305.0,-0.17,39.51,20.74,-1.41,28.57,21.75,19.7,-1535781340.94,-4.38,522871.23,-38.46,0.03,680700.0,20978066.0,31.53,17.34,2.96,-1.65,2026-09-25,False,0,True,2100227920.0,3003293801.0,353.95,289.19,64.76,-79.54,1.0,0.31,17.92,-7338719000.0,28508210000.0,-0.18,2.0,2.0,0.0,Nguyễn Hồng Nam,2026-Q2,12.35,1.6,13.0,5.0,0.0,,,0.0,64.0,34.0,1.65,,13.23,3318617765.42,2426410182.89,1231126087.73,,0.0,0.04,-0.04,0.11,0.43,1,96460587873.47,40723958711.51,55736629161.96,54038267285.89,0.0,1.37,-10425608767.32,-2139510544.7,,-12565119312.02,-2.54,0,10,-10,0,Dịch vụ tài chính,8700,Chứng khoán SSI,Công ty Cổ phần Chứng khoán SSI,-0.83,-2.15,-652765000.0,17070455000.0,-0.04,0.06,0,False,False,0,Mua,,2026-09-25 09:28
STB,GAINER,HSX,2026-09-25 09:28,2026-09-25,09:28,77.6,realtime,18900.0,15800.0,3100.0,0.54,77400.0,4100.0,77500.0,100.0,77200.0,5200.0,77600.0,700.0,77100.0,10100.0,77700.0,13000.0,12M,77.5,76.3,74.7,21.67,72.81,66.64,2.14,1.57,16.3,58.18,0.79,-0.05,0.84,49.15,49.83,74.08,76.37,78.66,1.6,0.75,2.06,104757300.0,-0.22,42.25,77.51,0.24,-21.43,79.0,73.5,-293900809.29,-5.13,736968.44,-44.12,0.02,56100.0,3411015.0,79.0,45.95,0.26,4.45,2026-09-25,False,0,True,364090558.0,565564714.0,424.02,215.9,208.12,-263.34,4.13,0.38,58.08,-85565230000.0,12142706000.0,-2.03,0.0,0.0,0.0,,2026-Q2,45.66,2.24,5.0,0.0,1555.0,,,0.0,64.0,9.0,0.0,,0.0,9950076000.0,,1346691000.0,7124936000.0,1555.0,0.32,-0.15,0.28,-0.53,-1,892048566000.0,62807249000.0,829241317000.0,,,13.2,92478004000.0,-764340000.0,-3818948000.0,91713664000.0,15.57,7,-5,10,2,Ngân hàng,8300,NH Sài Gòn Tài Lộc (SACOMBANK),Ngân hàng Thương mại Cổ phần Sài Gòn Tài Lộc,-0.83,-2.15,1486145000.0,4338350000.0,0.34,0.06,0,False,False,0,,,2026-09-25 09:28
TAL,GAINER,HSX,2026-09-25 09:28,2026-09-25,09:28,22.55,realtime,11300.0,300.0,11000.0,0.97,22400.0,400.0,22500.0,800.0,22300.0,5000.0,22550.0,1000.0,22250.0,2500.0,22600.0,6000.0,12M,22.5,22.92,23.77,19.56,24.19,28.41,-3.58,-1.83,-20.8,41.8,-0.44,-0.05,-0.39,24.53,20.26,21.18,23.18,25.18,0.67,0.33,2.98,1766772.0,0.1,50.54,21.73,-2.95,-78.57,25.3,21.8,26999368.9,0.6,-1385.15,-66.67,0.11,12200.0,114310.0,39.26,19.5,1.58,-9.46,2026-09-25,False,0,True,196994557.0,246959856.0,0.18,0.11,0.08,-2.93,-0.0,0.38,0.2,126250000.0,126250000.0,,2.0,2.0,0.0,Nguyễn Hồng Chuyên,2026-Q2,13.87,2.23,16.0,5.0,281.0,,,0.0,38.0,21.0,0.57,,12.34,886296147.64,293522047.93,141530098.9,203805987.75,281.0,0.28,-0.07,0.59,3.06,1,21723800041.16,6578761277.28,15145038763.88,1363602413.7,3343567564.13,2.3,-1654156140.64,46959038.38,,-1607197102.27,-2.57,4,10,-10,4,Bất động sản,8600,Đầu Tư Bất Động Sản Taseco,Công Ty Cổ Phần Đầu Tư Bất Động Sản Taseco,-0.83,-2.15,13575000.0,293660000.0,0.05,0.06,0,False,False,0,Mua,,2026-09-25 09:28
TCB,GAINER,HSX,2026-09-25 09:28,2026-09-25,09:28,33.0,realtime,377100.0,90400.0,286700.0,0.81,32950.0,109400.0,33000.0,46200.0,32900.0,192000.0,33050.0,57300.0,32850.0,219300.0,33100.0,107000.0,12M,32.95,32.29,31.88,18.49,31.32,32.59,1.29,2.04,1.1,56.85,0.34,0.03,0.31,78.86,69.62,31.23,32.51,33.79,0.77,0.67,2.34,47066549.0,0.12,60.75,32.28,-0.31,50.0,35.2,31.0,-138974977.5,21.72,3273057.63,-24.39,0.04,676400.0,17103070.0,41.13,27.77,4.27,5.27,2026-09-25,False,0,True,116265926.0,1597139381.0,337.37,725.06,-405.44,-146.17,-4.18,0.5,-71.95,-5792240000.0,-120803510000.0,2.97,0.0,0.0,0.0,,2026-Q2,8.74,1.32,15.0,2.0,0.0,,,0.0,69.0,47.0,0.0,,0.0,14941781000.0,,7350059000.0,10321654000.0,0.0,0.09,0.1,0.17,0.18,1,1273076923000.0,188997150000.0,1084079773000.0,,,5.74,39923618000.0,-816440000.0,5235750000.0,39107178000.0,1.58,27,13,10,4,Ngân hàng,8300,Techcombank,Ngân hàng Thương mại Cổ phần Kỹ thương Việt Nam,-0.83,-2.15,3566665000.0,22411275000.0,0.16,0.06,0,False,False,0,,,2026-09-25 09:28
TCH,GAINER,HSX,2026-09-25 09:28,2026-09-25,09:28,11.25,realtime,46200.0,39200.0,7000.0,0.54,11250.0,35400.0,11300.0,122000.0,11200.0,237700.0,11350.0,13200.0,11150.0,112300.0,11400.0,89600.0,12M,11.25,11.61,11.8,15.71,10.96,14.08,-1.61,-3.1,-20.1,42.94,-0.04,-0.07,0.03,12.06,24.02,11.11,11.84,12.57,0.4,0.1,3.56,-104982485.0,-0.08,30.04,11.33,-5.36,-57.14,12.59,11.2,26742100.29,-21.65,-193540.77,-95.83,0.03,129400.0,5082715.0,22.73,9.59,-3.85,-6.25,2026-09-25,False,0,True,373716247.0,465175704.0,17.6,12.43,5.16,-22.53,0.16,0.31,2.44,710945000.0,-367215000.0,0.13,0.0,0.0,0.0,,2026-Q2,39.22,1.06,3.0,1.0,138.0,,,0.0,25.0,24.0,0.82,,65.79,450946642.87,140256405.98,125416921.4,199331931.04,138.0,0.14,0.56,0.16,2.31,1,22278075653.9,14529109584.62,7748966069.28,0.0,0.0,0.53,2342111203.86,-2551363835.77,,-209252631.91,7.36,13,-5,10,8,Bất động sản,8600,ĐT DV Tài chính Hoàng Huy,Công ty Cổ phần Đầu tư Dịch vụ Tài chính Hoàng Huy,-0.83,-2.15,-192100000.0,1496310000.0,-0.13,0.06,0,False,False,0,,,2026-09-25 09:28
TCX,GAINER,HSX,2026-09-25 09:28,2026-09-25,09:28,30.15,realtime,63200.0,32800.0,30400.0,0.66,30100.0,11700.0,30150.0,3600.0,30050.0,8400.0,30200.0,7200.0,30000.0,77900.0,30250.0,16900.0,12M,30.15,31.84,32.95,19.82,32.42,34.18,-3.37,-5.31,-11.79,31.23,-0.85,-0.22,-0.63,3.2,3.32,29.63,32.28,34.94,0.81,0.1,2.69,6729955.0,-0.41,19.17,30.17,-5.34,-92.86,35.42,29.9,57499473.06,-24.25,-657576.13,-93.06,0.06,136400.0,2347046.0,44.54,28.94,-5.04,-10.21,2026-09-25,False,0,True,2534262578.0,2774453325.0,72.47,199.35,-148.86,-363.9,0.1,0.06,-7.03,-1561635000.0,4224000000.0,0.08,2.0,2.0,0.0,Bùi Thị Thu Hằng,,,,,,527.0,,,,,,,,,3744618689.74,3250019775.4,1691893604.47,,527.0,0.35,0.47,0.41,0.19,1,100592059821.28,45782449906.02,54809609915.26,48116836647.4,1314886041.78,1.2,-20564385947.69,-293444853.98,,-20857830801.67,-3.62,0,0,-10,10,Dịch vụ tài chính,8700,Chứng khoán TCBS,Công ty Cổ phần Chứng khoán Kỹ Thương,-0.83,-2.15,-100835000.0,4110715000.0,-0.02,0.06,0,False,False,0,Mua,,2026-09-25 09:28
TPB,GAINER,HSX,2026-09-25 09:28,2026-09-25,09:28,14.7,realtime,875900.0,353600.0,522300.0,0.71,14650.0,421400.0,14700.0,85600.0,14600.0,552800.0,14750.0,707900.0,14550.0,300400.0,14800.0,3417300.0,12M,14.7,14.41,14.66,14.67,14.86,15.87,-1.71,2.01,-7.37,56.79,-0.03,0.07,-0.1,86.93,67.65,13.86,14.39,14.93,0.29,0.79,1.97,185542277.0,-0.04,70.68,14.28,1.26,35.71,14.85,13.95,-246810265.23,-2.87,1602718.82,-16.67,0.21,1704000.0,8011695.0,19.19,13.75,3.89,1.73,2026-09-25,False,0,True,226686421.0,832214061.0,88.28,85.9,2.38,-43.61,-0.59,0.31,3.2,2874078000.0,3468886000.0,0.09,0.0,0.0,0.0,,2026-Q2,5.32,0.88,17.0,1.0,659.0,,,0.0,64.0,38.0,0.0,,0.0,5195182000.0,,1827573000.0,3151816000.0,659.0,0.06,0.1,0.13,0.12,1,547664403000.0,49565884000.0,498098519000.0,,,10.05,26177747000.0,2048094000.0,1372844000.0,28225841000.0,3.54,30,18,10,2,Ngân hàng,8300,TPBank,Ngân hàng Thương mại Cổ phần Tiên Phong,-0.83,-2.15,4454100000.0,28495515000.0,0.16,0.06,0,False,False,0,,,2026-09-25 09:28
VCB,GAINER,HSX,2026-09-25 09:28,2026-09-25,09:28,58.2,realtime,42200.0,98400.0,-56200.0,0.3,58200.0,7300.0,58300.0,22600.0,58100.0,106100.0,58400.0,28100.0,58000.0,107300.0,58500.0,52600.0,12M,58.2,58.83,58.96,13.05,57.07,60.08,-0.22,-1.07,-3.13,45.17,-0.06,-0.12,0.05,11.83,19.71,57.52,59.0,60.48,0.99,0.23,1.7,142808087.0,-0.3,48.19,58.56,-1.31,57.14,61.4,57.9,-292687441.19,-11.21,-68423.42,-90.32,0.04,218000.0,5176445.0,78.15,52.6,0.0,-2.02,2026-09-25,False,0,True,837259533.0,2506702528.0,332.22,438.01,-122.52,-363.49,6.92,0.31,-1.79,63998040000.0,21975774000.0,1.39,0.0,0.0,0.0,,2026-Q2,12.1,2.03,18.0,2.0,1740.0,,,0.0,66.0,49.0,0.0,,0.0,26371601000.0,,14542276000.0,17922350000.0,1740.0,0.25,0.54,0.48,0.65,1,2657440573000.0,248490506000.0,2408950067000.0,,,9.69,116230551000.0,-1379136000.0,-3776798000.0,114851415000.0,3.3,30,10,10,10,Ngân hàng,8300,Vietcombank,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam,-0.83,-2.15,1106400000.0,12724900000.0,0.09,0.06,0,False,False,0,,,2026-09-25 09:28
VCG,GAINER,HSX,2026-09-25 09:28,2026-09-25,09:28,14.05,realtime,7400.0,26200.0,-18800.0,0.22,14050.0,78800.0,14100.0,50900.0,14000.0,77000.0,14150.0,15200.0,13950.0,17200.0,14200.0,24300.0,12M,14.1,14.81,15.61,38.08,15.0,18.16,-5.12,-4.79,-22.36,24.84,-0.49,-0.06,-0.43,6.38,7.08,13.55,15.0,16.45,0.33,0.19,2.34,-153750355.0,-0.64,11.53,13.85,-4.79,-92.86,16.6,13.95,-424926499.59,-5.86,-219974.28,-91.67,0.02,40800.0,2123055.0,25.68,13.95,-6.31,-12.69,2026-09-25,False,0,True,328894941.0,342106360.0,3.01,11.06,-8.05,-11.01,-0.12,0.19,-0.92,-2272751000.0,-2204031000.0,-0.38,0.0,0.0,0.0,,2026-Q2,2.77,0.99,35.0,14.0,286.0,,,0.0,12.0,26.0,1.16,,11.46,3843134426.93,350649025.83,184918413.06,241783843.58,286.0,0.12,-0.48,-0.12,-0.34,-1,27898938021.31,12426187222.88,15472750798.43,4116013576.54,1583684849.63,1.25,2838642386.18,-2710012404.11,,128629982.06,0.77,23,18,5,0,Xây dựng và Vật liệu,2300,VINACONEX,Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,-0.83,-2.15,0.0,1689735000.0,0.0,0.06,0,False,False,0,,,2026-09-25 09:28
VCI,LOSER,HSX,2026-09-25 09:28,2026-09-25,09:28,20.05,realtime,32200.0,96500.0,-64300.0,0.25,20050.0,22500.0,20100.0,93800.0,20000.0,112100.0,20150.0,96200.0,19950.0,58600.0,20200.0,19000.0,12M,20.1,20.66,21.49,25.22,21.86,24.27,-3.86,-2.71,-17.18,41.89,-0.47,-0.03,-0.44,30.38,30.28,18.73,20.93,23.14,0.7,0.31,3.48,-97174459.0,-0.38,34.53,19.42,-3.55,-57.14,23.15,19.15,-546700282.16,-14.74,-338088.57,-67.24,0.01,148500.0,10094165.0,32.73,18.15,0.25,-10.27,2026-09-25,False,0,True,965388835.0,1152231925.0,171.06,139.42,36.23,-173.91,0.1,0.38,18.12,979435000.0,10287420000.0,-0.19,3.0,2.0,1.0,nan,2026-Q2,16.85,1.51,9.0,4.0,0.0,,,0.0,56.0,26.0,1.73,,14.92,1175848817.29,660258396.93,250588812.87,,0.0,-0.16,-0.26,0.01,0.36,1,39727391134.34,17137894988.46,22589496145.88,21703628000.0,0.0,1.32,-8790735982.23,-57062669.36,,-8847798651.59,-6.55,-10,6,-10,-6,Dịch vụ tài chính,8700,Chứng khoán Vietcap,Công ty Cổ phần Chứng khoán Vietcap,-0.83,-2.15,0.0,3136670000.0,0.0,0.06,0,False,False,0,Bán,,2026-09-25 09:28
VCK,LOSER,HSX,2026-09-25 09:28,2026-09-25,09:28,28.7,realtime,7600.0,2400.0,5200.0,0.76,28600.0,1500.0,28700.0,4800.0,28550.0,12000.0,28750.0,3600.0,28500.0,12200.0,28800.0,600.0,12M,28.7,29.22,30.08,20.39,30.58,,-2.86,-1.78,,43.13,-0.42,-0.0,-0.42,41.95,43.51,27.82,29.37,30.91,0.75,0.28,2.61,80770313.0,0.2,55.29,28.37,-1.99,-28.57,30.7,27.5,163618241.82,5.38,364775.18,-58.62,0.01,14400.0,2211990.0,38.1,26.31,-1.03,-4.81,2026-09-25,False,0,True,2347437137.0,2434919704.0,166.06,54.85,111.21,49.46,1.27,0.38,19.15,-5284065000.0,-5216055000.0,-0.16,,,,,2026-Q2,15.89,2.38,17.0,9.0,454.0,,,0.0,63.0,45.0,4.0,,13.92,2353844251.18,1727012992.99,1104360008.19,,454.0,-0.07,-0.11,0.37,0.57,1,47889303869.39,31206270512.26,16683033357.12,10639264000.0,0.0,0.54,-6386814845.21,-188923073.93,,-6575737919.15,-1.78,-8,6,-10,-4,Dịch vụ tài chính,8700,Chứng Khoán VPS,Công ty Cổ phần Chứng Khoán VPS,-0.83,-2.15,-197790000.0,440450000.0,-0.45,0.06,0,False,False,0,,,2026-09-25 09:28
VGC,GAINER,HSX,2026-09-25 09:28,2026-09-25,09:28,42.4,realtime,7000.0,1800.0,5200.0,0.8,42400.0,600.0,42500.0,300.0,42300.0,5700.0,42550.0,3300.0,42200.0,11600.0,42600.0,4700.0,12M,42.4,40.69,40.19,14.74,43.19,41.52,1.24,4.2,2.12,62.15,0.51,0.22,0.29,88.93,80.61,38.56,40.54,42.52,1.1,0.97,2.59,-7167868.0,-0.04,71.89,41.12,3.24,57.14,43.1,38.15,-25303513.38,-1.17,135510.06,-14.14,0.03,11100.0,356990.0,55.13,34.0,3.41,4.82,2026-09-25,False,0,True,215602400.0,219691500.0,6.35,4.71,1.64,8.01,0.04,0.56,-0.17,5158670000.0,4910845000.0,0.12,0.0,0.0,0.0,,2026-Q2,12.98,2.2,16.0,5.0,0.0,,,0.0,28.0,13.0,0.72,,6.64,4462451810.64,1388342768.46,562999894.01,1000459462.23,0.0,0.36,1.61,0.38,0.28,1,27670047800.21,11741102096.57,15928945703.64,2924065418.59,2614866854.84,1.36,3339074764.41,-4594423585.99,,-1255348821.59,2.38,30,10,10,10,Xây dựng và Vật liệu,2300,Tổng Công ty Viglacera,Tổng Công ty Viglacera - Công ty Cổ phần,-0.83,-2.15,12745000.0,470630000.0,0.03,0.06,0,False,False,0,,,2026-09-25 09:28
VHC,GAINER,HSX,2026-09-25 09:28,2026-09-25,09:28,49.7,realtime,4400.0,19500.0,-15100.0,0.18,49750.0,2000.0,49950.0,7100.0,49700.0,22300.0,50000.0,15700.0,49650.0,600.0,50100.0,2200.0,12M,49.7,50.94,52.72,29.73,52.24,56.15,-3.38,-2.43,-11.49,35.4,-0.93,-0.04,-0.9,14.34,12.31,48.92,51.08,53.24,0.84,0.18,1.69,1668940.0,-0.2,24.02,49.44,-1.83,-78.57,53.4,49.4,-5580723.78,-26.95,-27875.8,-90.32,0.08,25400.0,305260.0,69.9,49.4,-1.0,-5.69,2026-09-25,False,0,True,172350910.0,209453159.0,21.47,44.2,-22.72,-49.29,-0.06,0.12,-1.46,104010000.0,104010000.0,,0.0,0.0,0.0,,2026-Q2,8.16,1.18,15.0,11.0,2133.0,,,0.0,18.0,12.0,1.96,,5.91,3444378770.45,709602898.64,469070797.95,571530528.35,2133.0,0.17,0.76,0.08,-0.09,-1,13577794927.87,9817405064.75,3760389863.12,2469901369.56,0.0,0.38,2407151117.14,-287420747.27,,2119730369.87,1.7,31,13,10,8,Thực phẩm và đồ uống,3500,Thủy sản Vĩnh Hoàn,Công ty Cổ phần Vĩnh Hoàn,-0.83,-2.15,-754740000.0,1268785000.0,-0.59,0.06,0,False,False,0,,,2026-09-25 09:28
