date,vnindex_pe,vnindex_pb,pe_mean_5y,pb_mean_5y,pe_min_5y,pe_max_5y,pe_percentile_5y,pb_percentile_5y,market_valuation,market_regime,vnindex_close,vnindex_ema50,vnindex_ema200,vnindex_chg_1d,vnindex_chg_5d,vnindex_chg_20d,updated_at,market_regime_v42,market_regime_v42_raw,regime_v42_pending,regime_display_hint
2026-08-18,11.75,1.94,13.99,1.94,9.52,17.66,6.6,58.0,FAIR,DEEP_DOWN,1729.51,1778.99,1768.88,0.12,-2.48,-0.06,2026-08-18 14:40,DEEP_DOWN,DEEP_DOWN,,DEEP_DOWN · -2.5%/5p
